# t (s)	mx ()	my ()	mz ()	E_total (J)
1.070092253035639e-11	-3.0202865e-09	3.4127234e-09	0.9960293	1.1720658e-18
1.0752431927757482e-11	-3.2844543e-09	3.5657883e-09	0.9960293	1.1717253e-18
1.0801778948719484e-11	-3.4942627e-09	3.6725998e-09	0.9960293	1.1716346e-18
1.0851549959256246e-11	-3.6945342e-09	3.6964416e-09	0.9960294	1.1719061e-18
1.0901254193814113e-11	-3.8280485e-09	3.7059784e-09	0.9960294	1.1721197e-18
1.0950948671522446e-11	-3.9978025e-09	3.6854744e-09	0.9960293	1.1723262e-18
1.1000697462533502e-11	-4.146576e-09	3.6048888e-09	0.9960294	1.1725824e-18
1.1052402019375537e-11	-4.2419432e-09	3.4370422e-09	0.9960293	1.1724009e-18
1.1101178575090017e-11	-4.3456554e-09	3.2873153e-09	0.9960293	1.1718672e-18
1.1152128174710587e-11	-4.3368638e-09	3.1461715e-09	0.9960293	1.1711191e-18
1.1200634890056763e-11	-4.4498445e-09	3.0174256e-09	0.9960293	1.1704003e-18
1.1251799302595785e-11	-4.5585633e-09	2.796173e-09	0.9960293	1.1698184e-18
1.1300932724922297e-11	-4.606247e-09	2.6729108e-09	0.9960294	1.1695693e-18
1.1350647255962567e-11	-4.623413e-09	2.515793e-09	0.9960293	1.1697956e-18
1.1400968863976043e-11	-4.616737e-09	2.3851394e-09	0.99602926	1.1705715e-18
1.145070952744982e-11	-4.6653748e-09	2.350807e-09	0.9960293	1.1708288e-18
1.1501968267035639e-11	-4.6386717e-09	2.2020339e-09	0.9960293	1.1703183e-18
1.1550177964139146e-11	-4.5337676e-09	2.1824837e-09	0.9960293	1.1694134e-18
1.160044408072601e-11	-4.5051576e-09	2.133131e-09	0.9960293	1.1682512e-18
1.1650658898746413e-11	-4.385948e-09	2.038002e-09	0.9960294	1.1670751e-18
1.170112930907911e-11	-4.2915342e-09	1.9640922e-09	0.9960293	1.1660684e-18
1.1752131646726138e-11	-4.2037964e-09	1.9073487e-09	0.9960294	1.1654126e-18
1.1801429443379542e-11	-4.096985e-09	1.8405915e-09	0.9960294	1.1653061e-18
1.185159818123995e-11	-4.0092467e-09	1.7910003e-09	0.9960294	1.1659106e-18
1.1901810885844074e-11	-3.9386747e-09	1.7080307e-09	0.9960294	1.1665572e-18
1.1951799488681492e-11	-3.8604737e-09	1.6765594e-09	0.9960294	1.1670108e-18
1.2001577094718006e-11	-3.876686e-09	1.5947819e-09	0.99602944	1.1672883e-18
1.2051024978953932e-11	-3.8700105e-09	1.4762879e-09	0.9960294	1.1672978e-18
1.2100125297147878e-11	-3.871918e-09	1.4910698e-09	0.9960294	1.1670403e-18
1.2151480427908174e-11	-3.9100647e-09	1.5115738e-09	0.9960294	1.1666242e-18
1.2200400416656614e-11	-3.9482115e-09	1.5792847e-09	0.9960294	1.1662389e-18
1.2252037177839225e-11	-3.9310457e-09	1.5926361e-09	0.99602944	1.1660339e-18
1.2301710637294382e-11	-3.871918e-09	1.6822815e-09	0.9960295	1.1662264e-18
1.2351243307283369e-11	-3.900528e-09	1.7290115e-09	0.99602944	1.1663057e-18
1.2400485743023294e-11	-3.814459e-09	1.6889572e-09	0.99602944	1.1661593e-18
1.245220667419776e-11	-3.74794e-09	1.6365052e-09	0.99602944	1.1660183e-18
1.2501938099210667e-11	-3.7021637e-09	1.57547e-09	0.99602956	1.1662613e-18
1.2552497716232517e-11	-3.610611e-09	1.4863014e-09	0.99602944	1.1672448e-18
1.2600698860162106e-11	-3.5266876e-09	1.4305115e-09	0.99602944	1.1683523e-18
1.2651338685521565e-11	-3.4351348e-09	1.3685226e-09	0.99602944	1.1694369e-18
1.2701850513829126e-11	-3.3111571e-09	1.3008118e-09	0.9960294	1.1704102e-18
1.2752341635261345e-11	-3.2176972e-09	1.2722016e-09	0.9960294	1.1713745e-18
1.280046865396428e-11	-3.133774e-09	1.2540817e-09	0.9960294	1.1724654e-18
1.2851292678003735e-11	-3.1147003e-09	1.2836456e-09	0.9960293	1.1738056e-18
1.290253285055998e-11	-3.2634735e-09	1.335144e-09	0.9960293	1.1756435e-18
1.2951487651711442e-11	-3.3998488e-09	1.3313294e-09	0.99602926	1.1777649e-18
1.3000154861382142e-11	-3.5896301e-09	1.4190674e-09	0.99602926	1.1795779e-18
1.3050982658707347e-11	-3.827095e-09	1.5697479e-09	0.9960292	1.1810402e-18
1.3100954869092992e-11	-4.005432e-09	1.7549991e-09	0.9960292	1.1815837e-18
1.3150172133802056e-11	-4.085541e-09	1.9230844e-09	0.9960292	1.1814005e-18
1.3201306979736859e-11	-4.070282e-09	2.0637512e-09	0.9960292	1.1807431e-18
1.3252131280859477e-11	-3.9806367e-09	2.1243096e-09	0.99602926	1.1798457e-18
1.3300457011302403e-11	-3.894806e-09	2.1629334e-09	0.99602926	1.1789402e-18
1.3351142067182263e-11	-3.7288665e-09	2.1095277e-09	0.99602926	1.177958e-18
1.3401309134916258e-11	-3.4866332e-09	2.07901e-09	0.9960292	1.1766306e-18
1.345107844485887e-11	-3.08609e-09	1.947403e-09	0.99602926	1.1750735e-18
1.3500566099200266e-11	-2.5455356e-09	1.9025803e-09	0.9960292	1.1733813e-18
1.3551983860841188e-11	-1.8234253e-09	1.8863677e-09	0.9960293	1.1714192e-18
1.3600466250330776e-11	-8.106232e-10	1.9741058e-09	0.99602926	1.1693078e-18
1.365054772338247e-11	4.863739e-10	2.152443e-09	0.9960293	1.1668705e-18
1.370221783034541e-11	2.1839142e-09	2.363205e-09	0.9960293	1.1641725e-18
1.3751140316500623e-11	4.114151e-09	2.6643276e-09	0.9960294	1.1615258e-18
1.3801941358272995e-11	6.2904357e-09	3.098488e-09	0.9960294	1.1587722e-18
1.3850327799445163e-11	8.523941e-09	3.6439896e-09	0.9960294	1.1561861e-18
1.3900760151210693e-11	1.0990143e-08	4.356384e-09	0.9960294	1.153548e-18
1.3951080317615862e-11	1.34696965e-08	5.2378177e-09	0.99602944	1.150987e-18
1.4001349480056833e-11	1.593399e-08	6.3676833e-09	0.99602956	1.1485143e-18
1.405167327072096e-11	1.8152237e-08	7.562638e-09	0.9960295	1.1461454e-18
1.4102157766098146e-11	2.0233154e-08	8.857727e-09	0.99602956	1.1438957e-18
1.415072022923824e-11	2.1957398e-08	1.0231972e-08	0.99602956	1.1418717e-18
1.4201948195278308e-11	2.3441315e-08	1.160717e-08	0.9960296	1.1399192e-18
1.4251577561583166e-11	2.4562835e-08	1.2838363e-08	0.9960297	1.1382434e-18
1.4301952337639242e-11	2.5325775e-08	1.3994217e-08	0.9960297	1.1367919e-18
1.4350772044400826e-11	2.5815964e-08	1.4819622e-08	0.9960297	1.1356343e-18
1.4400058337275062e-11	2.6184082e-08	1.5581131e-08	0.99602973	1.1346392e-18
1.4452191944807633e-11	2.64225e-08	1.6257285e-08	0.99602973	1.1337705e-18
1.4500210383688457e-11	2.6454925e-08	1.6739369e-08	0.99602973	1.1332068e-18
1.4551547939915672e-11	2.6359558e-08	1.7093658e-08	0.99602973	1.1329758e-18
1.4601555908945923e-11	2.6218414e-08	1.7250061e-08	0.99602973	1.1332728e-18
1.4650024763489615e-11	2.6100158e-08	1.7271041e-08	0.99602973	1.1340965e-18
1.4702174022830857e-11	2.5884628e-08	1.7204284e-08	0.99602973	1.1357564e-18
1.475187994883086e-11	2.567482e-08	1.7079353e-08	0.99602973	1.1375106e-18
1.4801554572690896e-11	2.5485992e-08	1.7071724e-08	0.9960297	1.1393019e-18
1.4851434697644746e-11	2.5194169e-08	1.6985894e-08	0.9960297	1.1413355e-18
1.4901624371215384e-11	2.5051117e-08	1.6940117e-08	0.9960297	1.1437405e-18
1.4951746989854634e-11	2.4765969e-08	1.6958237e-08	0.9960297	1.1461842e-18
1.50014207004321e-11	2.4520874e-08	1.6884089e-08	0.9960297	1.1482805e-18
1.5050767565426335e-11	2.4263382e-08	1.6831398e-08	0.9960297	1.1501329e-18
1.5102415313256884e-11	2.3990632e-08	1.6810418e-08	0.9960296	1.1518615e-18
1.5151298729544656e-11	2.372551e-08	1.682949e-08	0.99602956	1.1533765e-18
1.5200043468955132e-11	2.3405075e-08	1.689887e-08	0.99602956	1.1547981e-18
1.5251267747442874e-11	2.3023606e-08	1.6924382e-08	0.9960296	1.1562471e-18
1.530252681437966e-11	2.2605896e-08	1.6938209e-08	0.99602956	1.1577607e-18
1.535089763456578e-11	2.226448e-08	1.6830445e-08	0.99602956	1.1589237e-18
1.5401439819161404e-11	2.1927834e-08	1.6788483e-08	0.99602956	1.1598303e-18
1.5451813844320155e-11	2.1585464e-08	1.6691208e-08	0.9960295	1.1606023e-18
